Model,Scenario,Region,Variable,Unit,1990,1995,2000,2005,2010,2015,2017,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,,,,,39.075012533125005,84.01057550596875,,61.655063332500006,,,,,44.32934951,,,,,34.66704030352339,26.04521284,20.92272642927267,16.901870369103385,9.801190049779901,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Residential,EJ/yr,,,,,0.652113345,0.766288528,,0.8293010974169759,,,,,0.9418567657678559,,,,,0.889527036,0.9065971438954559,0.9218495143697759,0.967210795,1.006813312189056,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Solar,EJ/yr,,,,,8.42957E-05,0.000413715,,0.058643990914607994,,,,,0.183247049,,,,,0.26872537651344003,0.319676875,0.35360279013311996,0.38928246285311996,0.389287193,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,,,,1341.069599,1571.1257349999998,,1808.426291,,,,,1326.886723,,,,,1208.014833,698.7111189999999,599.5035110000001,478.579112,467.1406539999999,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy,EJ/yr,,,,,6.755098078179503,8.197712221136399,,8.017144069666607,,,,,9.398676484809215,,,,,10.359643518702143,10.693260285990192,11.084624666852543,11.574650597453282,11.754482173230238,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Population,million,,,,,194.9,203.2,,212.564938,,,,,217.561951,,,,,222.22066800000002,225.602922,227.643791,228.382237,227.81337100000002,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Transportation|Electricity,EJ/yr,,,,,0.005428346,0.008632819,,0.012487480687440001,,,,,0.015397093246463999,,,,,0.025066726,0.10831203540403198,0.186138574,0.22554279497203197,0.31311805098196793,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Nuclear,EJ/yr,,,,,0.1495401078857143,0.15172780525714288,,0.14471690194285716,,,,,0.15778812342857146,,,,,0.15778812342857146,0.15778812342857146,0.15778812342857146,0.15778812342857146,0.15778812342857146,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Residential and Commercial,EJ/yr,,,,,1.086171388750656,1.2948849293941438,,1.333174109550912,,,,,1.709184790261296,,,,,1.729234313649072,1.8498226977658079,1.981304345142576,2.1510709846007043,2.326141444692096,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Heat,EJ/yr,,,,,0,0,,0,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Fossil|w/o CCS,EJ/yr,,,,,5.753587524932737,7.293783766932864,,6.399201745,,,,,7.333733338902576,,,,,7.6706179569874084,7.268092159544928,6.836281288063631,6.665089339602432,6.431940399811681,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy,EJ/yr,,,,,10.795250660349684,12.423030317813192,,12.058728422467146,,,,,14.11018176219867,,,,,15.003069977722014,14.99513129868152,15.433524109335005,15.977757732369678,16.182474331876975,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Fossil,EJ/yr,,,,,5.8022991015583685,7.336912527875232,,6.424771449440881,,,,,7.395803579823983,,,,,7.723861386,7.378683964,7.456163896945584,7.832258408448721,7.59655614,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Wind,EJ/yr,,,,,0.008105067,0.083123623,,0.211663956,,,,,0.304064751,,,,,0.358046089,0.5186634360585121,0.8341367764425119,1.0307480851257123,1.4198747941977121,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Carbon Capture,Mt CO2/yr,,,,,0.000841,0.07319,,0.222303,,,,,0.408389,,,,,0.713163,2.296744,12.125027,13.309461,14.909790999999998,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Gas,EJ/yr,,,,,0.8325916766820001,1.320464238883632,,1.8904199967849598,,,,,2.165560628974128,,,,,2.497426976864016,2.272672472241312,2.389356848881008,2.405950283813328,2.1776632544721597,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,1.460031984,1.3907144567072158,,1.710155635229808,,,,,2.110769305275456,,,,,2.2582804837907524,2.4904260253877766,2.850270108119136,3.0871667236455367,3.4684826854528805,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Hydrogen,EJ/yr,,,,,0,0,,0,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Electricity,EJ/yr,,,,,1.626169829,2.524144833,,2.602188751,,,,,2.8340084301407997,,,,,2.879683192,3.0300110151840003,3.2886401416127993,3.578112946,3.9201203452751994,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Emissions|CO2,Mt CO2/yr,,,,,694.4038519999999,904.4447969999999,,1129.489858,,,,,654.362213,,,,,572.061536,102.18126199999995,31.038977999999986,-72.735456,-62.899276,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,,,,474.284028,562.022797,,533.0028580000001,,,,,544.600563,,,,,549.294897,543.045225,535.409233,565.220232,558.5805909999999,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Industry|Electricity,EJ/yr,,,,,0,0,,0,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Primary Energy|Oil,EJ/yr,,,,,4.617604428372433,5.534836445059632,,4.037941939907952,,,,,4.737736850526144,,,,,4.759442651067264,4.5930882876989765,4.5190646406437756,4.843545677,4.870103510394145,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Transportation,EJ/yr,,,,,2.8994230618123673,3.5796677228635674,,3.3781725413981274,,,,,3.9591963957467518,,,,,4.131026398535472,3.978316332336384,3.8423921915471033,3.8129357042740795,3.536772811231968,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Gases,EJ/yr,,,,,0.9716138414838719,0.7827010050304801,,1.088984747698128,,,,,1.339662539185056,,,,,1.3987621501493759,1.5814106936959678,1.6837417855133279,1.7834312392826397,1.8797907581519038,,,,,,,,,,
BLUES 2.0,ELV-SSP2-NDC-D0-N,Brazil,Final Energy|Residential and Commercial|Electricity,EJ/yr,,,,,0.700549458,0.8988477686827199,,0.9448061552513278,,,,,1.304132994696816,,,,,1.374438696391152,1.4903440004651038,1.618258325638752,1.7710588964050564,1.938298072830912,,,,,,,,,,
